acceptor,n_smiles,donor,p_smiles,pce
Ph-DTDP-TIC,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)Oc3cc(-c4ccc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)s4)sc3-c3cc4c(cc32)-c2sc(-c3ccc(/C=C5/C(=O)c6ccccc6C5=C(C#N)C#N)s3)cc2OC4(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,PBDB-T,CCCCC(CC1=CC=C(C2=C3SC(C)=CC3=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C(SC(C7=CC=C(C)S7)=C89)=C9C(C%10=C(SC(CC(CC)CCCC)=C%10C8=O)CC(CC)CCCC)=O)S6)S5)S1)CC,9.21
M5,CCCCCCCCC(CCCCCC)Cn1c2cc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)sc2c2sc3c(OCC(CC)CCCC)c4c(sc5c6sc(/C=C7\C(=O)c8ccccc8C7=C(C#N)C#N)cc6n(CC(CCCCCC)CCCCCCCC)c54)c(OCC(CC)CCCC)c3c21,PBDB-T,CCCCC(CC1=CC=C(C2=C3SC(C)=CC3=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C(SC(C7=CC=C(C)S7)=C89)=C9C(C%10=C(SC(CC(CC)CCCC)=C%10C8=O)CC(CC)CCCC)=O)S6)S5)S1)CC,9.2
ZY1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc3-c3sc4c(-c5ccc(OCC(CCCC)CCCCCC)cc5)c5c6c(sc5c(-c5ccc(OCC(CCCC)CCCCCC)cc5)c4c32)-c2sc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)cc2C6(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,PM6,O=C(C1=C(SC(CC(CC)CCCC)=C12)CC(CC)CCCC)C3=C(C4=CC=C(C)S4)SC(C5=CC=C(C6=CC7=C(C8=CC(F)=C(CC(CC)CCCC)S8)C(SC(C)=C9)=C9C(C%10=CC(F)=C(CC(CC)CCCC)S%10)=C7S6)S5)=C3C2=O,9.17
ITIC-SC2C6,CCCCC(CC)CSc1ccc(C2(c3ccc(SCC(CC)CCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(SCC(CC)CCCC)cc2)(c2ccc(SCC(CC)CCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,PBDB-ST,CCC(CSC1=CC=C(S1)C2=C3C=C(SC3=C(C4=C2SC(C5=CC=C(S5)C6=C7C(C(C8=C(SC(CC(CCCC)CC)=C8C7=O)CC(CCCC)CC)=O)=C(S6)C9=CC=C(S9)C)=C4)C%10=CC=C(S%10)SCC(CCCC)CC)C)CCCC,9.16
BTTIC-Ph,CCCCCCc1ccc(-c2c3sc4c(c3c(-c3ccc(CCCCCC)cc3)c3sc5c(c23)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(/C=C3\C(=O)c6c(csc6C)C3=C(C#N)C#N)sc2-5)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(/C=C3\C(=O)c5c(csc5C)C3=C(C#N)C#N)sc2-4)cc1,PBDB-T,CCCCC(CC1=CC=C(C2=C3SC(C)=CC3=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C(SC(C7=CC=C(C)S7)=C89)=C9C(C%10=C(SC(CC(CC)CCCC)=C%10C8=O)CC(CC)CCCC)=O)S6)S5)S1)CC,9.14
IDT-FBTR,O=C(/C1=C\C2=CC=C(C3=C(F)C=C(C4=CC(C(C5=CC=C(CCCCCC)C=C5)(C(C=C6)=CC=C6CCCCCC)C7=C8C=C9C(C(S%10)=C(C9(C(C=C%11)=CC=C%11CCCCCC)C%12=CC=C(CCCCCC)C=C%12)C=C%10C(C%13=NSN=C%13%14)=CC(F)=C%14C%15=CC=C(S%15)/C=C%16C(N(CCCCCCCC)/C(S\%16)=C(C#N)/C#N)=O)=C7)=C8S4)C%17=NSN=C%173)S2)N(CCCCCCCC)/C(S1)=C(C#N)/C#N,PTB7-Th,CCCCC(COC(C1=C(C2=C(SC(C3=CC4=C(C5=C(C(C6=CC=C(S6)CC(CCCC)CC)=C4S3)C=C(S5)C)C7=CC=C(S7)CC(CCCC)CC)=C2S1)C)F)=O)CC,9.14
ZITI-S,CCCCCCC(CCCC)CC1(C2=C(C(CC(CCCCCC)CCCC)(C3=C2C=C(SC4=C5SC(/C=C6C(C7=C(C\6=C(C#N)/C#N)C=C(F)C(F)=C7)=O)=C4)C5=C3)CC(CCCCCC)CCCC)C8=C1C=C(C9=C(S%10)C=C(/C=C%11C(C%12=C(C\%11=C(C#N)/C#N)C=C(F)C(F)=C%12)=O)S9)C%10=C8)CC(CCCCCC)CCCC,J71,CC1=CC=C(S1)C2=C(C(F)=C(C3=NN(N=C23)CC(CCCCCCCC)CCCCCC)C4=CC=C(S4)C5=CC6=C(C7=C(C(C8=CC=C(S8)[Si](CCC)(CCC)CCC)=C6S5)C=C(S7)C)C9=CC=C(S9)[Si](CCC)(CCC)CCC)F,9.12
IDTT-T,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(C=C6C(=O)N(CC)C(=S)N(CC)C6=O)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(C=C4C(=O)N(CC)C(=S)N(CC)C4=O)sc23)cc1,PTB7-Th,CCCCC(COC(C1=C(C2=C(SC(C3=CC4=C(C5=C(C(C6=CC=C(S6)CC(CCCC)CC)=C4S3)C=C(S5)C)C7=CC=C(S7)CC(CCCC)CC)=C2S1)C)F)=O)CC,9.1
IDTT-T,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(C=C6C(=O)N(CC)C(=S)N(CC)C6=O)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(C=C4C(=O)N(CC)C(=S)N(CC)C4=O)sc23)cc1,PTB7-th,O=C(C1=C(C2=C(SC(C)=C2S1)C3=CC4=C(C5=C(C(C6=CC=C(S6)CC(CC)CCCC)=C4S3)C=C(S5)C)C7=CC=C(S7)CC(CC)CCCC)F)OCC(CC)CCCC,9.1
IT-M,CC.CC.CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,PTZ1,CC(S1)=C(CC(CCCC)CC)C=C1C2=NC(S3)=C(S2)N=C3C4=CC(CC(CC)CCCC)=C(S4)C5=CC6=C(S5)C(C7=CC=C(S7)CC(CCCC)CCCCCC)=C8C=C(C)SC8=C6C9=CC=C(S9)CC(CCCCCC)CCCC,9.1
O-NTIC,O=C1C2=CC=CC=C2/C(C1CC3=CC(C4(C5=CC=C(OCC(CCCC)CCCCCC)C=C5)C6=CC=C(OCC(CCCCCC)CCCC)C=C6)=C(C7=C4C8=CC=C(C9=C%10C=C(S9)CC%11/C(C%12=CC=CC=C%12C%11=O)=C(C#N)\C#N)C(C%10(C%13=CC=C(OCC(CCCCCC)CCCC)C=C%13)C%14=CC=C(OCC(CCCC)CCCCCC)C=C%14)=C8C=C7)S3)=C(C#N)/C#N,PBDB-T,CCCCC(CC1=CC=C(C2=C3SC(C)=CC3=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C(SC(C7=CC=C(C)S7)=C89)=C9C(C%10=C(SC(CC(CC)CCCC)=C%10C8=O)CC(CC)CCCC)=O)S6)S5)S1)CC,9.1
4T-2,CCCCCCCCc1cc(-c2cc(CC(CC)CCCC)c(-c3sc(-c4cc(CCCCCCCC)c(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)s4)cc3CC(CC)CCCC)s2)sc1/C=C1\C(=O)c2cc(F)c(F)cc2C1=C(C#N)C#N,PBDB-T,CCCCC(CC1=CC=C(C2=C3SC(C)=CC3=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C(SC(C7=CC=C(C)S7)=C89)=C9C(C%10=C(SC(CC(CC)CCCC)=C%10C8=O)CC(CC)CCCC)=O)S6)S5)S1)CC,9.09
BTA3,CCCCCCCCn1nc2c(/C=c3/sc(=C(C#N)C#N)n(CC)c3=O)ccc(-c3cc4c(s3)-c3cc5c(cc3C4(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)-c3sc(-c4ccc(/C=c6/sc(=C(C#N)C#N)n(CC)c6=O)c6nn(CCCCCCCC)nc46)cc3C5(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)c2n1,PE25,CC(SC1=C2SC(C3=C(C(Cl)=C(C4=NN(N=C34)CC(CCCCCCCC)CCCCCC)C5=CC6=C(S5)C(CCCCCC)=C(S6)C7=CC8=C(C9=C(C(C%10=CC(F)=C(S%10)CC(CCCC)CC)=C8O7)C=C(O9)C)C%11=CC(F)=C(S%11)CC(CC)CCCC)Cl)=C1)=C2CCCCCC,9.08
BTA3,CCCCCCCCn1nc2c(/C=c3/sc(=C(C#N)C#N)n(CC)c3=O)ccc(-c3cc4c(s3)-c3cc5c(cc3C4(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)-c3sc(-c4ccc(/C=c6/sc(=C(C#N)C#N)n(CC)c6=O)c6nn(CCCCCCCC)nc46)cc3C5(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)c2n1,J52-F,FC1=C(C2=CC=C(C)S2)C3=NN(CC(CCCCCCCC)CCCCCC)N=C3C(C4=CC=C(S4)C5=CC6=C(C7=C(C(C8=CC(F)=C(S8)CC(CC)CCCC)=C6S5)C=C(C)S7)C9=CC(F)=C(S9)CC(CC)CCCC)=C1F,9.04
DTNIC8,CCCCC(CC)CCC1(CCC(CC)CCCC)c2cc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)sc2-c2c1ccc1c3c(ccc21)C(CCC(CC)CCCC)(CCC(CC)CCCC)c1cc(/C=C2\C(=O)c4ccccc4C2=C(C#N)C#N)sc1-3,PBDB-T,CCCCC(CC1=CC=C(C2=C3SC(C)=CC3=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C(SC(C7=CC=C(C)S7)=C89)=C9C(C%10=C(SC(CC(CC)CCCC)=C%10C8=O)CC(CC)CCCC)=O)S6)S5)S1)CC,9.03
HC-PCIC,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(/C=C3\C(=O)c4cc(Cl)c(Cl)cc4C3=C(C#N)C#N)sc2-c2sc(-c3cc(F)c(-c4cc5c(s4)-c4sc(/C=C6\C(=O)c7cc(Cl)c(Cl)cc7C6=C(C#N)C#N)cc4C5(CC(CC)CCCC)CC(CC)CCCC)cc3F)cc21,PBDB-T,CCCCC(CC1=CC=C(C2=C3SC(C)=CC3=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C(SC(C7=CC=C(C)S7)=C89)=C9C(C%10=C(SC(CC(CC)CCCC)=C%10C8=O)CC(CC)CCCC)=O)S6)S5)S1)CC,9.03
N65-IC,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c5c(cccc5c3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,PBDB-T,CCCCC(CC1=CC=C(C2=C3SC(C)=CC3=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C(SC(C7=CC=C(C)S7)=C89)=C9C(C%10=C(SC(CC(CC)CCCC)=C%10C8=O)CC(CC)CCCC)=O)S6)S5)S1)CC,9.03
ITCPTC-Se,CCCCCCc1ccc(C2(c3ccc(CCCCCC)[se]3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cscc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)[se]2)(c2ccc(CCCCCC)[se]2)c2c-4sc3cc(/C=C4\C(=O)c5cscc5C4=C(C#N)C#N)sc23)[se]1,PBDB-T,CCCCC(CC1=CC=C(C2=C3SC(C)=CC3=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C(SC(C7=CC=C(C)S7)=C89)=C9C(C%10=C(SC(CC(CC)CCCC)=C%10C8=O)CC(CC)CCCC)=O)S6)S5)S1)CC,9.02
ATT-1,CCC#CC#CC#COC(=O)c1cc2c(-c3cc4c(s3)-c3cc5c(cc3C4(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)-c3sc(-c4sc(/C=c6\sc(=C(C#N)C#N)n(CC)c6=O)c6sc(C(=O)OC#CC#CC#CCC)cc46)cc3C5(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)sc(/C=c3\sc(=C(C#N)C#N)n(CC)c3=O)c2s1,PBDB-T,CCCCC(CC1=CC=C(C2=C3SC(C)=CC3=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C(SC(C7=CC=C(C)S7)=C89)=C9C(C%10=C(SC(CC(CC)CCCC)=C%10C8=O)CC(CC)CCCC)=O)S6)S5)S1)CC,9
SiOTIC-4F,O=C(C1=CC(F)=C(C=C1C/2=C(C#N)\C#N)F)C2=C/C3=CC(OCC(CC)CCCC)=C(C4=CC5=C(C6=C([Si]5(CC(CC)CCCC)CC(CC)CCCC)C=C(C7=C(OCC(CC)CCCC)C=C(/C=C8C(C9=CC(F)=C(C=C9C\8=C(C#N)\C#N)F)=O)S7)S6)S4)S3,PTB7-Th,CCCCC(COC(C1=C(C2=C(SC(C3=CC4=C(C5=C(C(C6=CC=C(S6)CC(CCCC)CC)=C4S3)C=C(S5)C)C7=CC=C(S7)CC(CCCC)CC)=C2S1)C)F)=O)CC,9
IDT-N,O=C(C1=CC2=CC=CC=C2C=C1C/3=C(C#N)\[N+]#[C-])C3=C/C4=CC(C5(C6=CC=C(C=C6)CCCCCC)C(C=C7)=CC=C7CCCCCC)=C(C8=CC9=C(C%10=C(C9(C%11=CC=C(C=C%11)CCCCCC)C%12=CC=C(C=C%12)CCCCCC)C=C(/C=C%13C(C%14=CC%15=CC=CC=C%15C=C%14C\%13=C(C#N)\C#N)=O)S%10)C=C85)S4,PBDB-T,CCCCC(CC1=CC=C(C2=C3SC(C)=CC3=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C(SC(C7=CC=C(C)S7)=C89)=C9C(C%10=C(SC(CC(CC)CCCC)=C%10C8=O)CC(CC)CCCC)=O)S6)S5)S1)CC,8.99
FTIC1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4cc5c(cc4cc3-c3sc4c(sc6cc(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc64)c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-5sc3c2sc2cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1,PM6,O=C(C1=C(SC(CC(CC)CCCC)=C12)CC(CC)CCCC)C3=C(C4=CC=C(C)S4)SC(C5=CC=C(C6=CC7=C(C8=CC(F)=C(CC(CC)CCCC)S8)C(SC(C)=C9)=C9C(C%10=CC(F)=C(CC(CC)CCCC)S%10)=C7S6)S5)=C3C2=O,8.98
T7Me,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4\C(=O)c5c(csc5C)C4=C(C#N)C#N)sc3-c3sc4c5c(sc4c32)-c2sc3cc(/C=C4\C(=O)c6c(csc6C)C4=C(C#N)C#N)sc3c2C5(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,PM6,O=C(C1=C(SC(CC(CC)CCCC)=C12)CC(CC)CCCC)C3=C(C4=CC=C(C)S4)SC(C5=CC=C(C6=CC7=C(C8=CC(F)=C(CC(CC)CCCC)S8)C(SC(C)=C9)=C9C(C%10=CC(F)=C(CC(CC)CCCC)S%10)=C7S6)S5)=C3C2=O,8.96
TPT-IN,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6cc7ccccc7cc6C5=C(C#N)C#N)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(/C=C3\C(=O)c5cc6ccccc6cc5C3=C(C#N)C#N)sc2-4)cc1,PBT1-C,O=C(C1=C(SC(CC(CCCC)CC)=C12)CC(CCCC)CC)C3=C(C4=CC=C(C)S4)SC(C5=CC=C(C6=CC7=C(C8=CC=C(CC(CCCC)CCCCCC)C=C8)C(SC(C)=C9)=C9C(C%10=CC=C(CC(CCCC)CCCCCC)C=C%10)=C7S6)S5)=C3C2=O,8.91
ITIC,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,PBQ-QF,CC(S1)=CC=C1C(C(F)=C(C(C2=CC=C(S2)C3=CC4=C(C5=C(C(C6=CC=C(S6)CC(CCCC)CC)=C4S3)C=C(C)S5)C7=CC=C(S7)CC(CCCC)CC)=C8N=C9C%10=CC=CC(OCCCCCCCC)=C%10)F)=C8N=C9C%11=CC(OCCCCCCCC)=CC=C%11,8.9
M38,CCCCCCCCCCCCC(CCCCCCCCCC)COc1c2sc3c4sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc4n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c3c2c(OCC(CCCCCCCCCC)CCCCCCCCCCCC)c2sc3c4sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc4n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c3c12,PM6,O=C(C1=C(SC(CC(CC)CCCC)=C12)CC(CC)CCCC)C3=C(C4=CC=C(C)S4)SC(C5=CC=C(C6=CC7=C(C8=CC(F)=C(CC(CC)CCCC)S8)C(SC(C)=C9)=C9C(C%10=CC(F)=C(CC(CC)CCCC)S%10)=C7S6)S5)=C3C2=O,8.89
ITIC-Th,CCCCCCc1ccc(C2(c3ccc(CCCCCC)s3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)s2)(c2ccc(CCCCCC)s2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)s1,FTAZ,CC1=CC2=C(C3=C(C(CCC(CCCCCC)CCCC)=C2S1)C=C(S3)C4=CC=C(S4)C5=C(C(F)=C(C6=NN(N=C56)CC(CCCC)CCCCCC)C7=CC=C(S7)C)F)CCC(CCCC)CCCCCC,8.88
ITOIC,CCCCCCOc1c(/C=C2\C(=O)c3ccccc3C2=C(C#N)C#N)sc(-c2cc3c(s2)-c2cc4c(cc2C3(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)-c2sc(-c3sc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)c(OCCCCCC)c3OCCCCCC)cc2C4(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)c1OCCCCCC,PBDB-T,CCCCC(CC1=CC=C(C2=C3SC(C)=CC3=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C(SC(C7=CC=C(C)S7)=C89)=C9C(C%10=C(SC(CC(CC)CCCC)=C%10C8=O)CC(CC)CCCC)=O)S6)S5)S1)CC,8.87
IDTT2F,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5ccc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)s5)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3ccc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)s3)sc2-4)cc1,PBDB-T,CCCCC(CC1=CC=C(C2=C3SC(C)=CC3=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C(SC(C7=CC=C(C)S7)=C89)=C9C(C%10=C(SC(CC(CC)CCCC)=C%10C8=O)CC(CC)CCCC)=O)S6)S5)S1)CC,8.85
COi6-2Cl-γ,O=C(C1=CC(Cl)=CC=C1C/2=C(C#N)\C#N)C2=C/C3=CC4=C(S3)C(SC5=C6SC(C7=C8C=C(/C=C9C(C%10=CC(Cl)=CC=C%10C\9=C(C#N)/C#N)=O)S7)=C5OC8(C%11=CC=C(C=C%11)CCCCCC)C(C=C%12)=CC=C%12CCCCCC)=C6OC(C%13=CC=C(C=C%13)CCCCCC)4C(C=C%14)=CC=C%14CCCCCC,PTB7-Th,CCCCC(COC(C1=C(C2=C(SC(C3=CC4=C(C5=C(C(C6=CC=C(S6)CC(CCCC)CC)=C4S3)C=C(S5)C)C7=CC=C(S7)CC(CCCC)CC)=C2S1)C)F)=O)CC,8.82
BTP,O=C1C2=C(C=CC=C2)C(/C1=C/C3=C(CCCCCCCCCCC)C(SC4=C5N(C(CC)CCCC)C6=C4C7=NSN=C7C8=C6N(C9=C8SC%10=C9SC(/C=C%11C(C%12=C(C\%11=C(C#N)/C#N)C=CC=C%12)=O)=C%10CCCCCCCCCCC)C(CCCC)CC)=C5S3)=C(C#N)/C#N,PM6,O=C(C1=C(SC(CC(CC)CCCC)=C12)CC(CC)CCCC)C3=C(C4=CC=C(C)S4)SC(C5=CC=C(C6=CC7=C(C8=CC(F)=C(CC(CC)CCCC)S8)C(SC(C)=C9)=C9C(C%10=CC(F)=C(CC(CC)CCCC)S%10)=C7S6)S5)=C3C2=O,8.8
i-IEICO,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5scc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)c5OCC(CC)CCCC)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3scc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)c3OCC(CC)CCCC)sc2-4)cc1,PBDB-T,CCCCC(CC1=CC=C(C2=C3SC(C)=CC3=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C(SC(C7=CC=C(C)S7)=C89)=C9C(C%10=C(SC(CC(CC)CCCC)=C%10C8=O)CC(CC)CCCC)=O)S6)S5)S1)CC,8.79
TTz1,N#C/C(C#N)=C\C(C1=NSN=C21)=CC=C2C(S3)=CC(CCC(CCCCCC)CCCC)=C3C(S4)=NC(S5)=C4N=C5C(SC(C6=CC=C(C7=NSN=C67)/C=C(C#N)\C#N)=C8)=C8CCC(CCCCCC)CCCC,J71,CC1=CC=C(S1)C2=C(C(F)=C(C3=NN(N=C23)CC(CCCCCCCC)CCCCCC)C4=CC=C(S4)C5=CC6=C(C7=C(C(C8=CC=C(S8)[Si](CCC)(CCC)CCC)=C6S5)C=C(S7)C)C9=CC=C(S9)[Si](CCC)(CCC)CCC)F,8.77
TTz3,CCCCCCCCC(CCCCCC)COc1cc(-c2ccc(C=C(C#N)C#N)c3nsnc23)sc1-c1nc2sc(-c3sc(-c4ccc(C=C(C#N)C#N)c5nsnc45)cc3OCC(CCCCCC)CCCCCCCC)nc2s1,J71,CC1=CC=C(S1)C2=C(C(F)=C(C3=NN(N=C23)CC(CCCCCCCC)CCCCCC)C4=CC=C(S4)C5=CC6=C(C7=C(C(C8=CC=C(S8)[Si](CCC)(CCC)CCC)=C6S5)C=C(S7)C)C9=CC=C(S9)[Si](CCC)(CCC)CCC)F,8.76
IHBT-2F,CCCCCCc1ccc(C2(c(c3)c(c(c42)sc5c4sc6c5C(c7ccc(CCCCCC)cc7)(c(c8)c6cc9c8cc(/C=C%10C(c%11c(C\%10=C(C#N)/C#N)cc(F)c(F)c%11)=O)s9)c%12ccc(CCCCCC)cc%12)cc%13c3cc(/C=C%14C(c%15c(C\%14=C(C#N)/C#N)cc(F)c(F)c%15)=O)s%13)c%16ccc(CCCCCC)cc%16)cc1,PTB7-Th,CCCCC(COC(C1=C(C2=C(SC(C3=CC4=C(C5=C(C(C6=CC=C(S6)CC(CCCC)CC)=C4S3)C=C(S5)C)C7=CC=C(S7)CC(CCCC)CC)=C2S1)C)F)=O)CC,8.74
IDT-Th-IC,CCCCCCOc1ccc(C2(c3ccc(OCCCCCC)cc3)c3cc4c(cc3-c3sc(-c5ccc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)s5)cc32)C(c2ccc(OCCCCCC)cc2)(c2ccc(OCCCCCC)cc2)c2cc(-c3ccc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)s3)sc2-4)cc1,PBDB-T,CCCCC(CC1=CC=C(C2=C3SC(C)=CC3=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C(SC(C7=CC=C(C)S7)=C89)=C9C(C%10=C(SC(CC(CC)CCCC)=C%10C8=O)CC(CC)CCCC)=O)S6)S5)S1)CC,8.72
ITIC-0F,O=C(C1=CC=CC=C1C/2=C(C#N)/C#N)C2=C/C3=CC4=C(S3)C(C5(C6=CC=C(C=C6)CCCCCC)C(C=C7)=CC=C7CCCCCC)=C(C8=CC9=C(C%10=C(C9(C%11=CC=C(C=C%11)CCCCCC)C%12=CC=C(C=C%12)CCCCCC)C%13=C(C=C(S%13)/C=C%14C(C%15=CC=CC=C%15C\%14=C(C#N)\C#N)=O)S%10)C=C58)S4,PBDB-TF,O=C(C1=C(SC(CCCCCCCC)=C12)CCCCCCCC)C3=C(C4=CC=C(C)S4)SC(C5=CC=C(C6=CC7=C(C8=CC(F)=C(CCCCCCCC)S8)C(SC(C)=C9)=C9C(C%10=CC(F)=C(CCCCCCCC)S%10)=C7S6)S5)=C3C2=O,8.72
IC-C6IDT-IC,CCCCCCC1(CCCCCC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc21)C(CCCCCC)(CCCCCC)c1cc(/C=C2\C(=O)c4ccccc4C2=C(C#N)C#N)sc1-3,PDBT-T1,O=C1C2=C(CC(CC)CCCC)SC(CC(CCCC)CC)=C2C(C3=C(C4=CC=C(C)S4)SC(C5=CC=C(C6=CC7=C(C(C(C8=CC=C(CCCCCCCC)S8)=C(SC9=C%10SC(C)=C9)C%10=C%11C%12=CC=C(CCCCCCCC)S%12)=C%11S7)S6)S5)=C31)=O,8.71
